index,chartType,qNum,question,answer,qType,qaInput,response,time,correct,qType_simple,expType,LLM
5288,Area Chart,3,What was the range of the average price of a pound of coffee beans between January 2013 and December 2014?,$4.65 - $6.17,Determine Range,What was the range of the average price of a pound of coffee beans between January 2013 and December 2014?,$2.00 ,3.011790037155152,,determine range,reVLAT_Viz+NoChoices,ChatGPT
4855,Bar Chart,3,What is the range of the average internet speed in Asia?,9.5 - 19 Mbps,Determine Range,What is the range of the average internet speed in Asia?,5-20Mbps,60.75264000892639,,determine range,reVLAT_Viz+NoChoices,ChatGPT
6002,Bar Chart,3,What is the range of the average internet speed in Asia?,9.5 - 19 Mbps,Determine Range,What is the range of the average internet speed in Asia?,5-20Mbps,4.250609874725342,,determine range,reVLAT_Viz+NoChoices,ChatGPT
4930,Area Chart,3,What was the range of the average price of a pound of coffee beans between January 2013 and December 2014?,$4.65 - $6.17,Determine Range,What was the range of the average price of a pound of coffee beans between January 2013 and December 2014?,$1.70 ,61.33791780471802,,determine range,reVLAT_Viz+NoChoices,ChatGPT
1728,Bubble Chart,3,What is the range of the total length of the metro systems?,190 - 530km,Determine range,What is the range of the total length of the metro systems?,450km,10.596020936965942,,determine range,reVLAT_Viz+NoChoices,ChatGPT
4968,Bubble Chart,3,What is the range of the total length of the metro systems?,190 - 530km,Determine range,What is the range of the total length of the metro systems?,450km,4.518743038,,determine range,reVLAT_Viz+NoChoices,ChatGPT
3846,Area Chart,3,What was the range of the average price of a pound of coffee beans between January 2013 and December 2014?,$4.65 - $6.17,Determine Range,What was the range of the average price of a pound of coffee beans between January 2013 and December 2014?,$1.70 ,61.44708299636841,,determine range,reVLAT_Viz+NoChoices,ChatGPT
2312,Line Chart,3,What was the price range of a barrel of oil in 2015?,$37.36-$63.73,Determine Range,What was the price range of a barrel of oil in 2015?,$35-$65,64.47354817390442,,determine range,reVLAT_Viz+NoChoices,ChatGPT
1038,Bubble Chart,3,What is the range of the total length of the metro systems?,190 - 530km,Determine range,What is the range of the total length of the metro systems?,500,3.205139875411988,,determine range,reVLAT_Viz+NoChoices,ChatGPT
4471,Bar Chart,3,What is the range of the average internet speed in Asia?,9.5 - 19 Mbps,Determine Range,What is the range of the average internet speed in Asia?,20-May,2.459583044052124,,determine range,reVLAT_Viz+NoChoices,ChatGPT
3431,Area Chart,3,What was the range of the average price of a pound of coffee beans between January 2013 and December 2014?,$4.65 - $6.17,Determine Range,What was the range of the average price of a pound of coffee beans between January 2013 and December 2014?,$1.70 ,64.94718098640442,,determine range,reVLAT_Viz+NoChoices,ChatGPT
5825,Bar Chart,3,What is the range of the average internet speed in Asia?,9.5 - 19 Mbps,Determine Range,What is the range of the average internet speed in Asia?,20-May,1.9006969928741453,,determine range,reVLAT_Viz+NoChoices,ChatGPT
4085,Bubble Chart,3,What is the range of the total length of the metro systems?,190 - 530km,Determine range,What is the range of the total length of the metro systems?,500km,60.18586707115173,,determine range,reVLAT_Viz+NoChoices,ChatGPT
3960,Line Chart,3,What was the price range of a barrel of oil in 2015?,$37.36-$63.73,Determine Range,What was the price range of a barrel of oil in 2015?,35-65,2.8590149879455566,,determine range,reVLAT_Viz+NoChoices,ChatGPT
6350,Area Chart,3,What was the range of the average price of a pound of coffee beans between January 2013 and December 2014?,$4.65 - $6.17,Determine Range,What was the range of the average price of a pound of coffee beans between January 2013 and December 2014?,$1.70 ,61.104912996292114,,determine range,reVLAT_Viz+NoChoices,ChatGPT
3747,Line Chart,3,What was the price range of a barrel of oil in 2015?,$37.36-$63.73,Determine Range,What was the price range of a barrel of oil in 2015?,$35-$65,2.982367992401123,,determine range,reVLAT_Viz+NoChoices,ChatGPT
5256,Bar Chart,3,What is the range of the average internet speed in Asia?,9.5 - 19 Mbps,Determine Range,What is the range of the average internet speed in Asia?,5-20Mbps,3.800070285797119,,determine range,reVLAT_Viz+NoChoices,ChatGPT
35,Bar Chart,3,What is the range of the average internet speed in Asia?,9.5 - 19 Mbps,Determine Range,What is the range of the average internet speed in Asia?,5-20Mbps,2.4129271507263184,,determine range,reVLAT_Viz+NoChoices,ChatGPT
5587,Area Chart,3,What was the range of the average price of a pound of coffee beans between January 2013 and December 2014?,$4.65 - $6.17,Determine Range,What was the range of the average price of a pound of coffee beans between January 2013 and December 2014?,$1.70 ,61.35284591,,determine range,reVLAT_Viz+NoChoices,ChatGPT
5534,Scatterplot,3,What is the range in weight for the 85 males?,53.9 - 131.6kg,Determine Range,What is the range in weight for the 85 males?,60kg-140kg,60.722126722335815,,determine range,reVLAT_Viz+NoChoices,ChatGPT
3508,Line Chart,3,What was the price range of a barrel of oil in 2015?,$37.36-$63.73,Determine Range,What was the price range of a barrel of oil in 2015?,$35-$65,5.627411842346191,,determine range,reVLAT_Viz+NoChoices,ChatGPT
1104,Area Chart,3,What was the range of the average price of a pound of coffee beans between January 2013 and December 2014?,$4.65 - $6.17,Determine Range,What was the range of the average price of a pound of coffee beans between January 2013 and December 2014?,$2.00 ,2.5703251361846924,,determine range,reVLAT_Viz+NoChoices,ChatGPT
3707,Bar Chart,3,What is the range of the average internet speed in Asia?,9.5 - 19 Mbps,Determine Range,What is the range of the average internet speed in Asia?,20-May,62.02990102767944,,determine range,reVLAT_Viz+NoChoices,ChatGPT
4111,Area Chart,3,What was the range of the average price of a pound of coffee beans between January 2013 and December 2014?,$4.65 - $6.17,Determine Range,What was the range of the average price of a pound of coffee beans between January 2013 and December 2014?,$1.70 ,60.69376301765442,,determine range,reVLAT_Viz+NoChoices,ChatGPT
290,Bubble Chart,3,What is the range of the total length of the metro systems?,190 - 530km,Determine range,What is the range of the total length of the metro systems?,500km,11.626167058944702,,determine range,reVLAT_Viz+NoChoices,ChatGPT
3144,Bar Chart,3,What is the range of the average internet speed in Asia?,9.5 - 19 Mbps,Determine Range,What is the range of the average internet speed in Asia?,5-20Mbps,3.0565099716186523,,determine range,reVLAT_Viz+NoChoices,ChatGPT
3659,Area Chart,3,What was the range of the average price of a pound of coffee beans between January 2013 and December 2014?,$4.65 - $6.17,Determine Range,What was the range of the average price of a pound of coffee beans between January 2013 and December 2014?,$2.00 ,2.925595998764038,,determine range,reVLAT_Viz+NoChoices,ChatGPT
1406,Line Chart,3,What was the price range of a barrel of oil in 2015?,$37.36-$63.73,Determine Range,What was the price range of a barrel of oil in 2015?,$35-$65,2.2398018836975098,,determine range,reVLAT_Viz+NoChoices,ChatGPT
4782,Scatterplot,3,What is the range in weight for the 85 males?,53.9 - 131.6kg,Determine Range,What is the range in weight for the 85 males?,60kg,2.318435907363892,,determine range,reVLAT_Viz+NoChoices,ChatGPT
3803,Line Chart,3,What was the price range of a barrel of oil in 2015?,$37.36-$63.73,Determine Range,What was the price range of a barrel of oil in 2015?,$35-$65,60.68875718,,determine range,reVLAT_Viz+NoChoices,ChatGPT
3165,Bubble Chart,3,What is the range of the total length of the metro systems?,190 - 530km,Determine range,What is the range of the total length of the metro systems?,450km,1.6051318645477295,,determine range,reVLAT_Viz+NoChoices,ChatGPT
1364,Bar Chart,3,What is the range of the average internet speed in Asia?,9.5 - 19 Mbps,Determine Range,What is the range of the average internet speed in Asia?,5-20Mbps,5.750668048858643,,determine range,reVLAT_Viz+NoChoices,ChatGPT
842,Line Chart,3,What was the price range of a barrel of oil in 2015?,$37.36-$63.73,Determine Range,What was the price range of a barrel of oil in 2015?,$35-$65,4.213537931442261,,determine range,reVLAT_Viz+NoChoices,ChatGPT
5594,Line Chart,3,What was the price range of a barrel of oil in 2015?,$37.36-$63.73,Determine Range,What was the price range of a barrel of oil in 2015?,$35-$65,60.741981983184814,,determine range,reVLAT_Viz+NoChoices,ChatGPT
5610,Bubble Chart,3,What is the range of the total length of the metro systems?,190 - 530km,Determine range,What is the range of the total length of the metro systems?,450km,60.89144682884216,,determine range,reVLAT_Viz+NoChoices,ChatGPT
2321,Scatterplot,3,What is the range in weight for the 85 males?,53.9 - 131.6kg,Determine Range,What is the range in weight for the 85 males?,60-120kg,60.66350293159485,,determine range,reVLAT_Viz+NoChoices,ChatGPT
1170,Scatterplot,3,What is the range in weight for the 85 males?,53.9 - 131.6kg,Determine Range,What is the range in weight for the 85 males?,60-120kg,4.085543870925903,,determine range,reVLAT_Viz+NoChoices,ChatGPT
4646,Bubble Chart,3,What is the range of the total length of the metro systems?,190 - 530km,Determine range,What is the range of the total length of the metro systems?,500km,4.410165071487427,,determine range,reVLAT_Viz+NoChoices,ChatGPT
6098,Scatterplot,3,What is the range in weight for the 85 males?,53.9 - 131.6kg,Determine Range,What is the range in weight for the 85 males?,60-120,1.936175823,,determine range,reVLAT_Viz+NoChoices,ChatGPT
3875,Scatterplot,3,What is the range in weight for the 85 males?,53.9 - 131.6kg,Determine Range,What is the range in weight for the 85 males?,60kg-120kg,62.848793268203735,,determine range,reVLAT_Viz+NoChoices,ChatGPT
2893,Scatterplot,3,What is the range in weight for the 85 males?,53.9 - 131.6kg,Determine Range,What is the range in weight for the 85 males?,60-140kg,6.825877189636231,,determine range,reVLAT_Viz+NoChoices,ChatGPT
1847,Area Chart,3,What was the range of the average price of a pound of coffee beans between January 2013 and December 2014?,$4.65 - $6.17,Determine Range,What was the range of the average price of a pound of coffee beans between January 2013 and December 2014?,$1.70 ,5.167037963867188,,determine range,reVLAT_Viz+NoChoices,ChatGPT
3320,Scatterplot,3,What is the range in weight for the 85 males?,53.9 - 131.6kg,Determine Range,What is the range in weight for the 85 males?,40-140kg,2.544796943664551,,determine range,reVLAT_Viz+NoChoices,ChatGPT
196,Line Chart,3,What was the price range of a barrel of oil in 2015?,$37.36-$63.73,Determine Range,What was the price range of a barrel of oil in 2015?,$35-$65,2.659465074539185,,determine range,reVLAT_Viz+NoChoices,ChatGPT
3517,Bar Chart,3,What is the range of the average internet speed in Asia?,9.5 - 19 Mbps,Determine Range,What is the range of the average internet speed in Asia?,0-20Mbps,67.95398807525635,,determine range,reVLAT_Viz+NoChoices,ChatGPT
4352,Area Chart,3,What was the range of the average price of a pound of coffee beans between January 2013 and December 2014?,$4.65 - $6.17,Determine Range,What was the range of the average price of a pound of coffee beans between January 2013 and December 2014?,$1.70 ,2.414870023727417,,determine range,reVLAT_Viz+NoChoices,ChatGPT
4752,Scatterplot,3,What is the range in weight for the 85 males?,53.9 - 131.6kg,Determine Range,What is the range in weight for the 85 males?,40-120kg,2.620008945465088,,determine range,reVLAT_Viz+NoChoices,ChatGPT
469,Line Chart,3,What was the price range of a barrel of oil in 2015?,$37.36-$63.73,Determine Range,What was the price range of a barrel of oil in 2015?,$35-$65,3.631083011627197,,determine range,reVLAT_Viz+NoChoices,ChatGPT
4674,Area Chart,3,What was the range of the average price of a pound of coffee beans between January 2013 and December 2014?,$4.65 - $6.17,Determine Range,What was the range of the average price of a pound of coffee beans between January 2013 and December 2014?,$1.70 ,3.785022974014282,,determine range,reVLAT_Viz+NoChoices,ChatGPT
4694,Bubble Chart,3,What is the range of the total length of the metro systems?,190 - 530km,Determine range,What is the range of the total length of the metro systems?,450km,1.8816168308258057,,determine range,reVLAT_Viz+NoChoices,ChatGPT
1725,Scatterplot,3,What is the range in weight for the 85 males?,53.9 - 131.6kg,Determine Range,What is the range in weight for the 85 males?,60kg-140kg,5.491931200027466,,determine range,reVLAT_Viz+NoChoices,ChatGPT
859,Bubble Chart,3,What is the range of the total length of the metro systems?,190 - 530km,Determine range,What is the range of the total length of the metro systems?,550km,1.7145259380340576,,determine range,reVLAT_Viz+NoChoices,ChatGPT
